M0001	S1	0.20476960399802346	0.20491073011183203	0.2190583068921924	0.20288235020516254	0.18974227132910926	0.21276968261245788	0.23194819897770225	0.23023601295951968	0.23352760399904327	0.2047922800941605
M0001	S2	0.3972479336376329	0.407936084807776	0.3865968158187718	0.37877911946094345	0.38276132899638615	0.3725871241044605	0.30112905944221713	0.33084875619517407	0.3669407009700344	0.380334290066069
M0002	S1	0.21447117999570375	0.22080725395109546	0.24169358293412013	0.23469208185084944	0.21011232384556777	0.22617364328096523	0.2475236867580024	0.2519406104539551	0.2598073323815905	0.2305533571994861
M0002	S2	0.41889644123316117	0.43558519985206556	0.41816901942047024	0.39660466432585806	0.40703737991412614	0.38183769210607554	0.30323439685613485	0.3373545451729163	0.3620262291281555	0.39133567006469194
M0003	S1	0.22302425788679636	0.22539495639530094	0.24929851417488302	0.23144712455886407	0.22134547062710186	0.23293950102659877	0.24677610478566625	0.24627824385697494	0.2532496384209315	0.21783569908153333
M0003	S2	0.272079737906459	0.27664334281110625	0.2583266510956169	0.2333679750682306	0.22115306110708466	0.21455552139709966	0.1835549858882668	0.19247243181250773	0.22390405511397038	0.22743574017873636
M0004	S1	0.21416696924152168	0.20689686497766235	0.23615705204553572	0.21254896573352222	0.2055691987259043	0.23153722042232028	0.23828307248948155	0.23823313640276345	0.23973383292889283	0.2125917976917162
M0004	S2	0.2666990275730763	0.25569468934068973	0.23969175441073498	0.21834845347237686	0.23338827097907977	0.24715430021551066	0.22541389808977452	0.2233827138991551	0.2584300146041051	0.2618436286710225
M0005	S1	0.2823496607445354	0.2837391936338234	0.31087166492030394	0.2896192789869513	0.26563014281344133	0.28152118281030303	0.31766444878432043	0.3189766510980535	0.3255611620405804	0.2864055773462094
M0005	S2	0.41171543268336597	0.4261125117419783	0.4253123737312292	0.4002928313942271	0.39304956752375986	0.3709063005938604	0.30796918726662703	0.33541523394928574	0.36519872750588755	0.3800004597349743
M0006	S1	0.22230231664548605	0.21816289051762616	0.2429545954515453	0.22593166427935374	0.20855624189593192	0.21722770153285031	0.24829751311968307	0.2537131425769219	0.25566747104057796	0.2259174927615727
M0006	S2	0.3729165662834135	0.37958292054807974	0.3723694609629017	0.35453449627546385	0.3609054475742086	0.36144574945693186	0.3036943643568053	0.3228412163691954	0.3543846885755296	0.36798198933079995
M0007	S1	0.2641667108283009	0.26296162260201683	0.281499787565738	0.26346045120814743	0.2566715287197048	0.2578871826471061	0.28020750943032935	0.2995340986861166	0.2953374555945518	0.2590313022999521
M0007	S2	0.3572823333617572	0.36011373909138866	0.35257964015554366	0.33399455141594414	0.33076911865925274	0.3343355098484352	0.2668994593452956	0.29725631487989657	0.33419631906549874	0.3389299814542788
M0008	S1	0.1982881582366015	0.18334872703590854	0.21244509146189805	0.20090257872126904	0.20850183138165912	0.192068005708398	0.2093430319526507	0.23904374266734074	0.230496211702242	0.20832017424749072
M0008	S2	0.28401450235258097	0.27180893073800805	0.25225256051092815	0.2471870186888575	0.2727637755174448	0.3427878103935822	0.27716358965219856	0.29804399241613	0.33564185489376663	0.34246562710127115
M0009	S1	0.2357863528473627	0.23986750707283966	0.2600149861162354	0.2459041539783331	0.20111136207976732	0.2521717572006691	0.2793218995490022	0.2670777355969022	0.2752806442667479	0.24362768280971703
M0009	S2	0.43943015652140227	0.44551716527964735	0.4310405569432958	0.4016444454952107	0.39559663179704585	0.38205596485145155	0.3144371428089018	0.3216838071693392	0.35848430048390967	0.3769041861682917
M0010	S1	0.23516990857212083	0.229045294302067	0.2538174150759318	0.2307640547798505	0.19993755094574162	0.23310498136435964	0.257291039627073	0.2526494298301094	0.25960472278674374	0.22354798636904616
